timestamp,count:eiger4m_single_image(fileusage)
2016-06-18 17:15:05,0
2016-06-18 17:15:21,0
2016-06-18 17:15:29,0
2016-06-18 17:15:46,0
2016-06-18 17:20:37,0
2016-06-18 17:21:09,0
2016-06-18 17:24:31,0
2016-06-18 17:25:04,0
2016-06-18 17:27:40,0
2016-06-18 17:27:51,0
2016-06-18 17:37:04,0
2016-06-18 17:37:59,0
2016-06-18 17:56:50,0
2016-06-18 18:36:53,0
2016-06-18 19:29:55,0
2016-06-18 20:20:23,0
2016-06-18 22:47:06,0
2016-06-18 22:53:42,0
2016-06-18 22:54:27,0
2016-06-18 22:55:04,0
2016-06-18 22:55:23,0
2016-06-18 22:55:51,0
2016-06-18 22:57:26,0
2016-06-18 22:57:47,0
2016-06-18 22:58:07,0
2016-06-18 22:58:29,0
2016-06-18 22:58:35,0
2016-06-18 22:59:08,0
2016-06-18 23:00:07,0
2016-06-18 23:00:12,0
2016-06-18 23:00:17,0
2016-06-18 23:00:34,0
2016-06-18 23:01:37,0
2016-06-18 23:01:56,0
2016-06-18 23:02:08,0
2016-06-18 23:02:25,0
2016-06-18 23:02:31,0
2016-06-18 23:02:39,0
2016-06-18 23:03:01,0
2016-06-18 23:03:24,0
2016-06-18 23:03:50,0
2016-06-18 23:03:59,0
2016-06-18 23:04:26,0
2016-06-18 23:11:59,0
2016-06-18 23:12:18,0
2016-06-18 23:12:39,0
2016-06-18 23:13:43,0
2016-06-18 23:14:39,0
2016-06-18 23:16:14,0
2016-06-18 23:19:55,0
2016-06-18 23:20:24,0
2016-06-18 23:20:31,0
2016-06-18 23:20:42,0
2016-06-18 23:21:04,0
2016-06-18 23:21:39,0
2016-06-18 23:21:46,0
2016-06-18 23:22:11,0
2016-06-18 23:22:29,0
2016-06-19 00:10:24,0
2016-06-19 00:10:48,0
2016-06-19 00:11:53,0
2016-06-19 00:16:39,0
2016-06-19 00:17:03,0
2016-06-19 00:17:13,0
2016-06-19 00:17:25,0
2016-06-19 00:18:45,0
2016-06-19 00:19:20,0
2016-06-19 00:23:15,0
2016-06-19 00:23:38,0
2016-06-19 00:23:58,0
2016-06-19 00:24:11,0
2016-06-19 00:24:24,0
2016-06-19 00:43:18,0
2016-06-19 00:48:51,0
2016-06-19 01:07:24,0
2016-06-19 01:07:51,0
2016-06-19 01:08:06,0
2016-06-19 10:41:19,0
2016-06-19 10:45:09,0
2016-06-19 10:46:21,0
2016-06-19 11:25:45,0
2016-06-19 11:26:28,0
2016-06-19 11:27:11,0
2016-06-19 11:28:25,0
2016-06-19 11:30:56,0
2016-06-19 11:38:25,0
2016-06-19 11:38:50,0
2016-06-19 11:42:01,0
2016-06-19 11:46:06,0
2016-06-19 12:04:19,0
2016-06-19 12:09:10,0
2016-06-19 12:11:32,0
2016-06-19 12:14:17,0
2016-06-19 12:26:48,0
2016-06-19 12:48:34,0
2016-06-19 12:49:14,0
2016-06-19 13:01:41,0
2016-06-19 13:02:24,0
2016-06-19 13:03:04,0
2016-06-19 13:03:49,0
2016-06-19 13:04:44,0
2016-06-19 13:05:06,0
2016-06-19 13:05:28,0
2016-06-19 13:05:57,0
2016-06-19 13:09:37,0
2016-06-19 13:09:58,0
2016-06-19 13:11:01,0
2016-06-19 13:11:23,0
2016-06-19 13:12:58,0
2016-06-19 13:16:18,0
2016-06-19 13:17:01,0
2016-06-19 13:22:35,0
2016-06-19 13:24:23,0
2016-06-19 13:24:38,0
2016-06-19 13:29:12,0
2016-06-19 13:30:25,0
2016-06-19 13:31:08,0
2016-06-19 13:32:33,0
2016-06-19 13:45:13,0
2016-06-19 13:45:31,0
2016-06-19 13:47:41,0
2016-06-19 14:00:22,0
2016-06-19 14:00:36,0
2016-06-19 14:01:21,0
2016-06-19 14:02:02,0
2016-06-19 14:02:24,0
2016-06-19 14:02:46,0
2016-06-19 14:05:45,0
2016-06-19 14:33:35,0
2016-06-19 15:12:30,0
2016-06-19 16:03:28,0
2016-06-19 16:07:59,0
2016-06-19 16:12:28,0
2016-06-19 16:31:40,0
2016-06-19 16:32:03,0
2016-06-19 16:32:25,0
2016-06-19 16:34:24,0
2016-06-19 16:35:18,0
2016-06-19 17:29:16,0
2016-06-19 18:39:48,0
2016-06-19 19:08:42,0
2016-06-19 19:10:54,0
2016-06-19 19:11:58,0
2016-06-19 19:23:10,0
2016-06-19 19:26:37,0
2016-06-19 19:39:40,0
2016-06-19 19:43:34,0
2016-06-19 19:48:40,0
2016-06-19 19:48:57,0
2016-06-19 19:49:14,0
2016-06-19 19:49:41,0
2016-06-19 19:50:06,0
2016-06-19 19:50:16,0
2016-06-19 19:50:27,0
2016-06-19 19:50:35,0
2016-06-19 19:50:44,0
2016-06-19 19:50:53,0
2016-06-19 19:51:13,0
2016-06-19 19:51:40,0
2016-06-19 19:52:12,0
2016-06-19 19:52:35,0
2016-06-19 20:56:07,0
2016-06-19 20:56:31,0
2016-06-19 20:57:29,0
2016-06-19 20:57:55,0
2016-06-19 20:58:09,0
2016-06-19 21:04:50,0
2016-06-19 21:05:02,0
2016-06-19 21:09:50,0
2016-06-19 21:10:07,0
2016-06-19 21:33:05,0
2016-06-19 21:34:57,0
2016-06-19 21:35:08,0
2016-06-19 21:35:21,0
2016-06-19 21:35:41,0
2016-06-19 22:12:06,0
2016-06-19 22:12:32,0
2016-06-19 22:13:11,0
2016-06-19 22:13:21,0
2016-06-19 22:13:41,0
2016-06-19 22:13:52,0
2016-06-19 22:14:06,0
2016-06-19 22:14:27,0
2016-06-19 22:14:35,0
2016-06-19 22:14:55,0
2016-06-19 22:15:15,0
2016-06-19 22:15:39,0
2016-06-19 22:16:39,0
2016-06-19 22:19:11,0
2016-06-19 22:19:36,0
2016-06-19 22:22:21,0
2016-06-19 22:22:34,0
2016-06-19 22:22:51,0
2016-06-19 23:19:30,0
2016-06-19 23:20:10,0
2016-06-19 23:21:18,0
2016-06-20 00:12:11,0
2016-06-20 00:13:14,0
2016-06-20 00:14:23,0
2016-06-20 00:52:20,0
2016-06-20 10:47:55,0
2016-06-20 10:49:51,0
2016-06-20 10:50:14,0
2016-06-20 10:50:32,0
2016-06-20 10:54:06,0
2016-06-20 10:54:22,0
2016-06-20 11:58:17,0
2016-06-20 12:01:02,0
2016-06-20 12:01:17,0
2016-06-20 12:01:56,0
2016-06-20 12:02:11,0
2016-06-20 12:02:23,0
2016-06-20 12:02:45,0
2016-06-20 17:04:19,0
2016-06-20 17:43:29,0
2016-06-20 17:47:48,0
2016-06-20 20:41:43,0
2016-06-20 20:47:36,0
2016-06-20 22:04:11,0
2016-06-20 22:08:40,0
2016-06-20 22:09:44,0
2016-06-20 22:10:28,0
2016-06-20 22:11:14,0
2016-06-20 22:11:30,0
2016-06-20 22:14:32,0
2016-06-20 22:14:52,0
2016-06-20 22:15:21,0
2016-06-20 22:15:51,0
2016-06-20 22:16:03,0
2016-06-20 22:16:25,0
2016-06-20 22:16:39,0
2016-06-20 22:16:51,0
2016-06-20 22:17:07,0
2016-06-20 22:17:30,0
2016-06-20 22:17:49,0
2016-06-20 22:18:03,0
2016-06-20 22:18:24,0
2016-06-20 22:18:35,0
2016-06-20 22:18:58,0
2016-06-20 22:19:17,0
2016-06-20 22:56:45,0
2016-06-20 23:44:36,0
2016-06-20 23:45:10,0
2016-06-20 23:45:34,0
2016-06-20 23:46:48,0
2016-06-20 23:49:16,0
2016-06-21 14:28:43,0
2016-06-21 14:29:24,0
2016-06-21 14:30:01,0
2016-06-21 14:33:35,0
2016-06-21 14:37:21,0
2016-06-21 14:37:39,0
2016-06-21 14:37:53,0
2016-06-21 14:38:03,0
2016-06-21 14:38:11,0
2016-06-21 14:38:29,0
2016-06-21 14:38:54,0
2016-06-21 14:39:10,0
2016-06-21 14:39:18,0
2016-06-21 14:39:26,0
2016-06-21 14:39:36,0
2016-06-21 14:40:07,0
2016-06-21 14:40:22,0
2016-06-21 14:40:30,0
2016-06-21 14:47:27,0
2016-06-21 14:48:30,0
2016-06-21 14:49:08,0
2016-06-21 14:49:18,0
2016-06-21 14:49:37,0
2016-06-21 14:50:17,0
2016-06-21 14:50:38,0
2016-06-21 14:50:50,0
2016-06-21 14:51:27,0
2016-06-21 14:51:34,0
2016-06-21 14:51:45,0
2016-06-21 14:51:54,0
2016-06-21 14:52:17,0
2016-06-21 14:52:44,0
2016-06-21 14:53:09,0
2016-06-21 14:54:28,0
2016-06-21 14:55:39,0
2016-06-21 14:59:21,0
2016-06-21 14:59:31,0
2016-06-21 15:01:02,0
2016-06-21 15:23:14,0
2016-06-21 15:46:05,0
2016-06-21 16:21:27,0
2016-06-21 16:21:41,0
2016-06-21 16:21:55,0
2016-06-21 16:22:12,0
2016-06-21 16:22:35,0
2016-06-21 16:22:52,0
2016-06-21 16:23:14,0
2016-06-21 16:23:49,0
2016-06-21 16:24:01,0
2016-06-21 16:24:06,0
2016-06-21 16:24:14,0
2016-06-21 16:24:21,0
2016-06-21 16:24:29,0
2016-06-21 16:24:42,0
2016-06-21 16:24:53,0
2016-06-21 16:31:14,0
2016-06-21 16:32:08,0
2016-06-21 16:32:17,0
2016-06-21 16:32:23,0
2016-06-21 16:32:33,0
2016-06-21 16:33:33,0
2016-06-21 16:34:21,0
2016-06-21 16:36:23,0
2016-06-21 16:36:34,0
2016-06-21 16:36:54,0
2016-06-21 16:37:28,0
2016-06-21 16:37:55,0
2016-06-21 16:38:06,0
2016-06-21 16:39:02,0
2016-06-21 16:44:55,0
2016-06-21 16:45:00,0
2016-06-21 16:45:47,0
2016-06-21 16:48:18,0
2016-06-21 16:48:28,0
2016-06-21 16:48:38,0
2016-06-21 16:48:49,0
2016-06-21 16:48:56,0
2016-06-21 16:49:11,0
2016-06-21 16:55:18,0
2016-06-21 16:55:30,0
2016-06-21 16:55:45,0
2016-06-21 16:55:55,0
2016-06-21 16:56:07,0
2016-06-21 16:56:22,0
2016-06-21 16:56:44,0
2016-06-21 16:56:57,0
2016-06-21 16:57:14,0
2016-06-21 16:57:27,0
2016-06-21 16:57:34,0
2016-06-21 16:57:40,0
2016-06-21 16:57:46,0
2016-06-21 16:57:51,0
2016-06-21 16:58:02,0
2016-06-21 16:58:34,0
2016-06-21 16:58:47,0
2016-06-21 16:59:13,0
2016-06-21 16:59:28,0
2016-06-21 17:01:15,0
2016-06-21 17:01:29,0
2016-06-21 17:01:58,0
2016-06-21 17:02:08,0
2016-06-21 17:02:13,0
2016-06-21 17:02:21,0
2016-06-21 17:02:36,0
2016-06-21 17:02:49,0
2016-06-21 17:02:55,0
2016-06-21 17:03:09,0
2016-06-21 17:03:31,0
2016-06-21 17:03:43,0
2016-06-21 17:03:52,0
2016-06-21 17:04:05,0
2016-06-21 17:04:15,0
2016-06-21 17:04:29,0
2016-06-21 17:04:48,0
2016-06-21 17:06:56,0
2016-06-21 17:07:33,0
2016-06-21 17:08:20,0
2016-06-21 17:10:53,0
2016-06-21 17:12:52,0
2016-06-21 17:13:09,0
2016-06-21 17:13:29,0
2016-06-21 17:13:54,0
2016-06-21 17:13:58,0
2016-06-21 17:14:06,0
2016-06-21 17:14:45,0
2016-06-21 17:15:02,0
2016-06-21 17:16:20,0
2016-06-21 17:16:30,0
2016-06-21 17:16:39,0
2016-06-21 17:35:52,0
2016-06-21 17:37:29,0
2016-06-21 17:37:51,0
2016-06-21 17:38:09,0
2016-06-21 17:38:20,0
2016-06-21 17:38:25,0
2016-06-21 17:59:40,0
2016-06-21 18:01:19,0
2016-06-21 18:01:40,0
2016-06-21 18:04:23,0
2016-06-21 18:08:11,0
2016-06-21 18:09:09,0
2016-06-21 18:09:28,0
2016-06-21 18:27:25,0
2016-06-21 19:34:26,0
2016-06-21 19:34:57,0
2016-06-21 19:35:37,0
2016-06-21 19:36:12,0
2016-06-21 19:36:31,0
2016-06-21 19:36:45,0
2016-06-21 19:36:54,0
2016-06-21 19:38:10,0
2016-06-21 19:38:33,0
2016-06-21 19:38:54,0
2016-06-21 19:39:05,0
2016-06-21 19:39:35,0
2016-06-21 19:39:44,0
2016-06-21 19:39:52,0
2016-06-21 19:40:01,0
2016-06-21 19:40:12,0
2016-06-21 19:42:06,0
2016-06-21 19:49:22,0
2016-06-21 19:49:27,0
2016-06-21 19:49:52,0
2016-06-21 19:50:49,0
2016-06-21 19:50:55,0
2016-06-21 19:50:59,0
2016-06-21 19:51:14,0
2016-06-21 19:51:18,0
2016-06-21 19:51:32,0
2016-06-21 19:51:35,0
2016-06-21 19:51:39,0
2016-06-21 19:51:43,0
2016-06-21 19:51:50,0
2016-06-21 19:52:01,0
2016-06-21 19:52:10,0
2016-06-21 19:52:21,0
2016-06-21 19:53:02,0
2016-06-21 19:53:12,0
2016-06-21 19:53:20,0
2016-06-21 19:53:27,0
2016-06-21 19:53:41,0
2016-06-21 19:53:49,0
2016-06-21 19:53:57,0
2016-06-21 19:54:04,0
2016-06-21 20:01:56,0
2016-06-21 20:02:31,0
2016-06-21 20:03:18,0
2016-06-21 20:05:49,0
2016-06-21 20:06:04,0
2016-06-21 20:21:23,0
2016-06-21 20:22:21,0
2016-06-21 20:23:57,0
2016-06-21 20:24:38,0
2016-06-21 20:26:08,0
2016-06-21 20:26:29,0
2016-06-21 20:26:45,0
2016-06-21 20:26:53,0
2016-06-21 20:27:01,0
2016-06-21 20:27:10,0
2016-06-21 20:27:27,0
2016-06-21 20:29:30,0
2016-06-21 20:29:49,0
2016-06-21 20:30:20,0
2016-06-21 20:30:42,0
2016-06-21 20:30:51,0
2016-06-21 20:31:17,0
2016-06-21 20:31:39,0
2016-06-21 20:33:28,0
2016-06-21 20:35:22,0
2016-06-22 14:13:50,0
2016-06-22 14:15:49,0
2016-06-22 14:17:30,0
2016-06-22 14:18:18,0
2016-06-22 14:19:09,0
2016-06-22 14:19:21,0
2016-06-22 14:19:28,0
2016-06-22 14:19:36,0
2016-06-22 14:19:43,0
2016-06-22 14:19:47,0
2016-06-22 14:19:51,0
2016-06-22 14:20:03,0
2016-06-22 14:20:15,0
2016-06-22 14:20:25,0
2016-06-22 14:20:35,0
2016-06-22 14:23:13,0
2016-06-22 14:26:39,0
2016-06-22 14:29:19,0
2016-06-22 14:39:34,0
2016-06-22 14:40:04,0
2016-06-22 14:42:27,0
2016-06-22 14:42:42,0
2016-06-22 14:43:13,0
2016-06-22 14:43:36,0
2016-06-22 14:43:48,0
2016-06-22 14:43:55,0
2016-06-22 14:50:49,0
2016-06-22 17:26:27,0
2016-06-22 17:26:59,0
2016-06-22 17:27:37,0
2016-06-22 17:27:58,0
2016-06-22 17:28:15,0
2016-06-22 17:28:50,0
2016-06-22 17:47:19,0
2016-06-22 18:55:21,0
2016-06-22 18:55:39,0
2016-06-22 18:56:36,0
2016-06-22 19:21:35,0
2016-06-22 19:39:18,0
2016-06-22 20:37:19,0
2016-06-22 20:37:44,0
2016-06-22 20:38:51,0
2016-06-22 21:08:59,0
2016-06-22 21:29:01,0
2016-06-22 21:31:59,0
2016-06-22 21:36:16,0
2016-06-22 21:57:28,0
2016-06-22 22:36:55,0
2016-06-22 22:37:23,0
2016-06-22 22:55:13,0
2016-06-23 00:34:13,0
2016-06-23 00:54:45,0
2016-06-23 00:55:16,0
2016-06-23 00:55:45,0
2016-06-23 00:56:02,0
2016-06-23 00:56:12,0
2016-06-23 00:56:22,0
2016-06-23 00:56:34,0
2016-06-23 01:03:32,0
2016-06-23 01:03:41,0
2016-06-23 01:04:26,0
2016-06-23 01:06:31,0
2016-06-23 01:06:47,0
2016-06-23 01:07:07,0
2016-06-23 01:07:21,0
2016-06-23 01:07:43,0
2016-06-23 01:07:58,0
2016-06-23 01:09:22,0
2016-06-23 01:09:35,0
2016-06-23 01:09:48,0
2016-06-23 01:10:02,0
2016-06-23 01:10:14,0
2016-06-23 01:10:27,0
2016-06-23 01:10:42,0
2016-06-23 01:11:07,0
2016-06-23 01:11:22,0
2016-06-23 09:56:47,0
2016-06-23 09:57:23,0
2016-06-23 09:57:49,0
2016-06-23 09:58:25,0
2016-06-23 09:58:41,0
2016-06-23 09:59:14,0
2016-06-23 10:14:38,0
2016-06-23 10:24:10,0
2016-06-23 11:50:23,0
2016-06-23 12:12:03,0
2016-06-23 13:27:09,0
2016-06-23 13:30:37,0
2016-06-23 13:37:58,0
2016-06-23 13:42:00,0
2016-06-23 14:28:08,0
2016-06-23 14:43:27,0
2016-06-23 14:45:24,0
2016-06-23 14:45:40,0
2016-06-23 14:49:59,0
2016-06-23 14:50:33,0
2016-06-23 14:50:47,0
2016-06-23 14:51:19,0
2016-06-23 14:51:31,0
2016-06-23 14:51:38,0
2016-06-23 14:51:54,0
2016-06-23 14:51:59,0
2016-06-23 14:52:10,0
2016-06-23 14:52:28,0
2016-06-23 14:52:38,0
2016-06-23 14:52:46,0
2016-06-23 14:52:54,0
2016-06-23 14:53:05,0
2016-06-23 14:53:32,0
2016-06-23 15:26:57,0
2016-06-23 15:27:38,0
2016-06-23 15:28:02,0
2016-06-23 15:28:38,0
2016-06-23 15:29:11,0
2016-06-23 15:29:22,0
2016-06-23 15:29:38,0
2016-06-23 15:49:22,0
2016-06-23 15:59:45,0
2016-06-23 16:18:11,0
2016-06-23 16:38:15,0
2016-06-23 16:38:41,0
2016-06-23 16:38:50,0
2016-06-23 16:39:01,0
2016-06-23 16:39:09,0
2016-06-23 16:39:17,0
2016-06-23 16:39:32,0
2016-06-23 16:52:30,0
2016-06-23 16:53:06,0
2016-06-23 16:53:41,0
2016-06-23 16:53:51,0
2016-06-23 16:54:01,0
2016-06-23 16:54:12,0
2016-06-23 16:54:23,0
2016-06-23 16:54:34,0
2016-06-23 16:54:39,0
2016-06-23 16:54:47,0
2016-06-23 16:55:02,0
2016-06-23 16:55:24,0
2016-06-23 16:55:51,0
2016-06-23 16:56:26,0
2016-06-23 16:57:08,0
2016-06-23 16:57:34,0
2016-06-23 16:57:53,0
2016-06-23 16:58:34,0
2016-06-23 16:59:05,0
2016-06-23 17:35:45,0
2016-06-23 17:37:10,0
2016-06-23 17:38:24,0
2016-06-23 17:47:11,0
2016-06-23 17:48:15,0
2016-06-23 17:50:12,0
2016-06-23 19:25:51,0
2016-06-23 19:40:20,0
2016-06-23 20:00:20,0
2016-06-23 20:03:43,0
2016-06-23 20:22:52,0
2016-06-23 21:25:14,0
2016-06-23 22:56:58,0
2016-06-23 22:58:39,0
2016-06-23 22:59:02,0
2016-06-23 22:59:12,0
2016-06-23 23:00:12,0
2016-06-23 23:04:48,0
2016-06-23 23:11:36,0
2016-06-23 23:12:31,0
2016-06-23 23:13:31,0
2016-06-23 23:14:12,0
2016-06-23 23:15:42,0
2016-06-23 23:17:19,0
2016-06-23 23:19:02,0
2016-06-23 23:20:09,0
2016-06-23 23:21:13,0
2016-06-23 23:21:19,0
2016-06-23 23:28:16,0
2016-06-23 23:31:09,0
2016-06-23 23:31:42,0
2016-06-23 23:32:22,0
2016-06-23 23:32:29,0
2016-06-23 23:32:44,0
2016-06-23 23:32:49,0
2016-06-23 23:33:13,0
2016-06-23 23:33:46,0
2016-06-23 23:34:16,0
2016-06-23 23:34:36,0
2016-06-23 23:34:49,0
2016-06-23 23:35:17,0
2016-06-23 23:35:33,0
2016-06-23 23:35:54,0
2016-06-23 23:36:04,0
2016-06-23 23:36:09,0
2016-06-23 23:36:14,0
2016-06-23 23:37:45,0
2016-06-23 23:37:51,0
2016-06-23 23:38:18,0
2016-06-23 23:38:23,0
2016-06-23 23:51:51,0
2016-06-23 23:52:06,0
2016-06-23 23:52:18,0
2016-06-23 23:52:38,0
2016-06-23 23:52:43,0
2016-06-23 23:52:53,0
2016-06-23 23:52:57,0
2016-06-23 23:53:01,0
2016-06-23 23:53:06,0
2016-06-23 23:53:15,0
2016-06-23 23:53:20,0
2016-06-23 23:53:25,0
2016-06-23 23:53:32,0
2016-06-23 23:53:54,0
2016-06-23 23:54:07,0
2016-06-23 23:54:12,0
2016-06-24 00:02:08,0
2016-06-24 00:02:31,0
2016-06-24 00:03:19,0
2016-06-24 00:09:46,0
2016-06-24 00:28:11,0
2016-06-24 09:17:49,0
2016-06-24 09:20:08,0
2016-06-24 09:20:30,0
2016-06-24 09:20:47,0
2016-06-24 09:21:07,0
2016-06-24 09:21:25,0
2016-06-24 09:21:55,0
2016-06-24 09:22:12,0
2016-06-24 09:22:21,0
2016-06-24 09:22:37,0
2016-06-24 09:22:49,0
2016-06-24 09:22:58,0
2016-06-24 09:23:05,0
2016-06-24 09:23:14,0
2016-06-24 09:23:24,0
2016-06-24 09:23:34,0
2016-06-24 09:36:34,0
2016-06-24 09:36:44,0
2016-06-24 09:55:10,0
2016-06-24 11:18:42,0
2016-06-24 11:19:06,0
2016-06-24 11:19:32,0
2016-06-24 11:20:05,0
2016-06-24 11:20:16,0
2016-06-24 11:20:24,0
2016-06-24 11:33:48,0
2016-06-24 11:54:00,0
2016-06-24 12:29:08,0
2016-06-24 12:35:42,0
2016-06-24 12:39:24,0
2016-06-24 12:43:01,0
2016-06-24 12:46:45,0
2016-06-24 12:50:52,0
2016-06-24 13:33:18,0
2016-06-24 13:34:29,0
2016-06-24 13:34:42,0
2016-06-24 13:35:23,0
2016-06-24 14:09:00,0
2016-06-24 14:09:04,0
2016-06-24 14:09:09,0
2016-06-24 14:09:13,0
2016-06-24 14:10:38,0
2016-06-24 14:10:44,0
2016-06-24 14:10:49,0
2016-06-24 14:10:55,0
2016-06-24 14:44:43,0
2016-06-24 14:48:15,0
2016-06-24 15:08:52,0
2016-06-24 15:12:27,0
2016-06-24 15:16:01,0
2016-06-24 15:19:36,0
2016-06-24 16:14:30,0
2016-06-24 17:12:01,0
2016-06-24 17:15:36,0
2016-06-24 17:19:11,0
2016-06-24 17:22:46,0
2016-06-24 17:26:21,0
2016-06-24 18:20:16,0
2016-06-24 18:23:52,0
2016-06-24 18:27:26,0
2016-06-24 18:31:02,0
2016-06-24 18:34:38,0
2016-06-24 19:25:51,0
2016-06-24 20:22:02,0
2016-06-24 20:25:37,0
2016-06-24 20:29:11,0
2016-06-24 20:32:47,0
2016-06-24 20:36:22,0
2016-06-24 21:30:50,0
2016-06-24 21:37:02,0
2016-06-24 21:40:36,0
2016-06-24 21:44:09,0
2016-06-24 21:47:42,0
2016-06-24 21:51:17,0
2016-06-24 22:40:18,0
2016-06-24 22:40:48,0
2016-06-24 22:41:06,0
2016-06-24 22:41:20,0
2016-06-24 22:47:54,0
2016-06-24 22:48:11,0
2016-06-24 22:48:22,0
2016-06-24 22:48:35,0
2016-06-24 22:49:49,0
2016-06-24 22:51:00,0
2016-06-24 22:53:56,0
2016-06-24 22:58:48,0
2016-06-24 23:01:37,0
2016-06-24 23:12:00,0
2016-06-24 23:12:21,0
2016-06-24 23:23:17,0
2016-06-24 23:24:46,0
2016-06-24 23:25:20,0
2016-06-24 23:25:35,0
2016-06-24 23:26:05,0
2016-06-24 23:27:47,0
2016-06-24 23:48:46,0
2016-06-24 23:49:05,0
2016-06-24 23:50:39,0
2016-06-24 23:51:22,0
2016-06-24 23:52:44,0
2016-06-25 00:11:26,0
2016-06-25 00:12:59,0
2016-06-25 00:15:09,0
2016-06-25 00:15:36,0
2016-07-01 17:11:46,0
2016-07-01 17:13:31,0
2016-07-01 17:21:02,0
2016-07-01 17:21:36,0
