timestamp,rel_scan:eiger1m_single_image(fileusage)
2018-02-16 18:46:40,540597600
2018-02-16 18:49:13,540597600
2018-02-16 18:51:04,540597600
2018-02-16 18:53:19,540597600
2018-02-16 18:55:30,540597600
2018-02-16 18:58:55,540597600
2018-02-16 19:01:17,540597600
2018-02-16 19:03:24,540597600
2018-02-16 19:05:29,540597600
2018-02-16 19:51:35,540597600
2018-02-16 19:54:54,540597600
2018-02-16 22:37:54,540597600
2018-02-19 17:52:36,540597600
2018-02-19 17:56:30,540597600
2018-02-19 18:02:24,540597600
2018-02-19 23:16:25,540597600
2018-02-19 23:18:44,1351494000
2018-02-19 23:29:04,1081195200
2018-02-19 23:34:10,1054165320
2018-02-19 23:37:13,1081195200
2018-02-19 23:40:43,1351494000
2018-02-19 23:43:13,1243374480
2018-02-19 23:46:32,1351494000
2018-02-19 23:49:59,1081195200
2018-02-19 23:54:46,864956160
2018-02-20 00:17:23,162179280
2018-02-20 00:18:42,1351494000
2018-02-20 00:32:54,1351494000
2018-02-20 00:36:00,1081195200
2018-02-20 00:42:22,1081195200
2018-02-20 00:47:09,2702988000
2018-02-20 00:57:51,1621792800
2018-02-20 01:01:55,2702988000
2018-02-20 01:09:39,2702988000
2018-02-20 01:20:00,2702988000
2018-02-20 01:26:28,2702988000
2018-02-20 01:44:19,2702988000
2018-02-20 09:57:59,2702988000
2018-03-08 14:36:35,1729912320
2018-03-08 14:40:38,1351494000
2018-03-08 14:44:48,1351494000
2018-03-08 17:49:26,135149400
2018-03-08 17:56:07,1351494000
2018-03-08 18:02:01,135149400
2018-03-09 16:03:14,135149400
2018-03-09 17:58:01,270298800
2018-03-09 18:00:00,2702988000
2018-03-16 13:58:06,810896400
2018-03-16 14:02:46,810896400
2018-03-16 14:06:33,810896400
2018-03-16 14:10:34,540597600
2018-03-16 14:30:15,4432900320
2018-03-16 16:13:32,2702988000
2018-03-16 17:25:02,2702988000
2018-03-17 14:02:10,2702988000
2018-03-17 14:17:49,2702988000
2018-03-17 15:39:46,810896400
2018-03-17 15:42:47,810896400
2018-03-17 15:45:55,540597600
2018-03-17 15:49:39,540597600
2018-03-17 15:51:50,540597600
2018-03-17 16:03:17,1351494000
2018-03-17 17:28:14,1351494000
2018-03-17 20:43:01,540597600
2018-03-18 00:34:03,540597600
2018-03-18 00:36:22,540597600
2018-03-18 00:39:04,540597600
2018-03-18 00:41:14,540597600
2018-03-18 01:22:44,540597600
2018-03-18 02:03:24,540597600
2018-03-18 11:56:25,540597600
2018-03-18 11:58:50,405448200
2018-03-18 12:02:27,810896400
2018-03-18 12:06:44,810896400
2018-03-18 12:11:28,540597600
2018-03-18 12:14:14,540597600
2018-03-18 12:18:13,540597600
2018-03-18 14:35:36,810896400
2018-03-18 14:38:29,540597600
2018-03-18 14:51:27,675747000
2018-03-18 16:31:53,675747000
2018-03-18 16:35:40,675747000
2018-03-18 16:43:51,675747000
2018-03-18 16:46:13,675747000
2018-03-18 17:19:19,540597600
2018-03-18 17:23:15,540597600
2018-03-18 17:26:29,540597600
2018-03-18 17:28:16,540597600
2018-03-18 17:32:42,540597600
2018-03-18 17:35:05,540597600
2018-03-18 17:37:23,540597600
2018-03-18 17:39:49,810896400
2018-03-18 17:43:18,540597600
2018-03-18 17:46:38,810896400
2018-03-18 17:49:49,540597600
2018-03-18 17:52:08,540597600
2018-03-18 17:54:38,540597600
2018-03-18 20:35:15,810896400
2018-03-18 21:10:17,540597600
2018-03-18 22:04:49,810896400
2018-03-18 22:06:58,810896400
2018-03-18 22:12:54,540597600
2018-03-18 23:41:21,810896400
2018-03-19 00:13:59,540597600
2018-03-19 00:16:39,540597600
2018-03-19 01:40:01,810896400
2018-03-19 01:43:22,810896400
2018-03-19 02:17:48,540597600
2018-03-19 03:26:54,810896400
2018-03-19 03:29:32,810896400
2018-03-19 03:33:30,540597600
2018-03-19 03:44:45,540597600
2018-03-19 05:03:16,810896400
2018-03-19 05:06:49,810896400
2018-03-19 05:10:22,540597600
2018-03-19 06:11:21,810896400
2018-03-19 06:14:29,810896400
2018-03-19 06:17:52,540597600
2018-04-02 15:44:48,108119520
2018-04-02 15:46:47,540597600
2018-04-02 15:58:27,81089640
2018-04-02 15:59:31,540597600
2018-04-02 16:02:10,540597600
2018-04-02 16:37:15,1351494000
2018-04-02 16:42:47,1351494000
2018-04-03 14:46:26,540597600
2018-04-03 14:49:00,540597600
2018-04-03 14:51:05,540597600
2018-04-03 14:53:53,540597600
2018-04-03 14:56:44,540597600
2018-04-04 11:46:19,540597600
2018-04-04 11:48:09,540597600
2018-04-04 12:00:47,540597600
2018-04-04 12:15:47,540597600
2018-04-04 12:18:34,540597600
2018-04-04 12:21:05,540597600
2018-04-04 12:24:10,540597600
2018-04-04 12:26:13,540597600
2018-04-04 12:28:28,540597600
2018-04-04 15:12:19,540597600
2018-04-04 15:14:59,540597600
2018-04-04 16:09:16,540597600
2018-04-05 10:14:51,540597600
2018-04-05 10:19:31,540597600
2018-04-05 10:21:33,540597600
2018-04-05 10:23:34,540597600
2018-04-05 10:26:20,540597600
2018-04-05 10:28:37,540597600
2018-04-05 10:30:51,540597600
2018-04-05 10:32:52,540597600
2018-04-05 10:34:58,540597600
2018-04-05 10:47:27,540597600
2018-04-05 10:50:03,540597600
2018-04-05 11:05:39,540597600
2018-04-05 11:09:12,540597600
2018-04-05 11:11:44,540597600
2018-04-05 11:13:27,540597600
2018-04-05 11:16:55,540597600
2018-04-05 14:57:37,540597600
2018-04-05 15:06:07,540597600
2018-04-05 15:09:54,540597600
2018-04-05 15:15:32,540597600
2018-04-05 15:18:31,540597600
2018-04-05 15:21:13,540597600
2018-04-05 15:24:54,540597600
2018-04-05 15:28:18,540597600
2018-04-05 15:30:54,540597600
2018-04-05 15:33:13,540597600
2018-04-05 15:37:44,540597600
2018-04-05 15:41:21,540597600
2018-04-05 15:44:48,540597600
2018-04-05 15:48:00,540597600
2018-04-05 15:50:34,540597600
2018-04-05 15:53:45,540597600
2018-04-05 15:56:19,540597600
2018-04-05 15:58:40,540597600
2018-04-05 16:21:17,540597600
2018-04-05 16:24:29,540597600
2018-04-05 16:39:31,540597600
2018-04-05 16:42:23,540597600
2018-04-05 16:44:54,540597600
2018-04-05 16:47:17,540597600
2018-04-05 16:49:10,540597600
2018-04-05 16:51:47,540597600
2018-04-05 16:55:11,540597600
2018-04-05 16:59:47,1081195200
2018-04-05 21:11:55,108119520
2018-04-05 21:13:35,540597600
2018-04-05 21:16:09,540597600
2018-04-05 21:17:59,540597600
2018-04-05 21:20:10,540597600
2018-04-05 21:22:02,540597600
2018-04-05 21:24:06,540597600
2018-04-05 21:26:08,540597600
2018-04-05 21:28:17,540597600
2018-04-06 00:04:45,540597600
2018-04-06 00:07:57,540597600
2018-04-06 00:10:38,540597600
2018-04-06 00:13:11,540597600
2018-04-06 00:15:52,540597600
2018-04-06 02:53:49,540597600
2018-04-06 02:57:22,540597600
2018-04-06 02:59:28,540597600
2018-04-06 03:01:52,540597600
2018-04-06 05:34:32,540597600
2018-04-06 05:37:08,540597600
2018-04-06 05:39:18,540597600
2018-04-06 05:41:35,540597600
2018-04-06 11:58:13,540597600
2018-04-06 12:01:04,540597600
2018-04-06 12:02:57,540597600
2018-04-06 12:05:18,540597600
2018-04-06 12:09:47,540597600
2018-04-06 12:13:19,540597600
2018-04-06 12:16:42,540597600
2018-04-06 12:26:03,540597600
2018-04-06 12:28:42,540597600
2018-04-06 12:31:12,540597600
2018-04-06 12:33:30,540597600
2018-04-06 13:13:24,1081195200
2018-04-06 14:20:09,648717120
2018-04-06 14:22:21,540597600
2018-04-06 14:24:40,540597600
2018-04-06 14:26:15,540597600
2018-04-06 14:29:23,540597600
2018-04-06 14:31:34,540597600
2018-04-06 14:34:11,540597600
2018-04-06 14:36:02,540597600
2018-04-06 14:41:34,540597600
2018-04-06 14:50:39,540597600
2018-04-06 21:37:47,540597600
2018-04-06 21:46:25,540597600
2018-04-06 21:52:31,540597600
2018-04-07 00:43:33,540597600
2018-04-07 04:02:19,540597600
2018-04-07 13:11:33,189209160
2018-04-07 13:16:17,540597600
2018-04-07 13:23:32,135149400
2018-04-07 13:25:16,540597600
2018-04-07 13:30:59,540597600
2018-04-07 13:34:26,540597600
2018-04-07 13:37:37,810896400
2018-04-07 13:44:16,540597600
2018-04-07 17:06:09,540597600
2018-04-07 19:35:14,540597600
2018-04-07 19:37:22,540597600
2018-04-07 19:39:19,540597600
2018-04-07 19:42:21,540597600
2018-04-07 22:51:19,540597600
2018-04-08 02:30:34,540597600
2018-04-08 02:32:57,540597600
2018-04-08 03:38:15,540597600
2018-04-08 06:08:00,540597600
2018-04-08 06:10:00,540597600
2018-04-08 09:34:43,540597600
2018-04-08 10:03:00,540597600
2018-04-08 10:05:04,540597600
2018-04-08 11:16:57,540597600
2018-04-08 18:10:28,540597600
2018-04-08 18:50:13,540597600
2018-04-08 18:53:16,540597600
2018-04-08 18:57:20,540597600
2018-04-08 18:59:37,540597600
2018-04-08 19:01:49,540597600
2018-04-08 19:04:40,810896400
2018-04-08 23:37:44,81089640
2018-04-08 23:48:12,810896400
2018-04-08 23:51:11,810896400
2018-04-08 23:54:37,540597600
2018-04-08 23:56:58,540597600
2018-04-09 02:35:32,540597600
2018-04-09 02:37:48,540597600
2018-04-09 04:51:06,540597600
2018-04-09 04:53:40,540597600
2018-06-05 17:20:01,458581825
2018-06-05 17:22:49,457033957
2018-06-05 17:28:57,913753082
2018-06-05 17:48:49,456656121
2018-06-05 17:51:46,456674229
2018-06-05 17:55:40,913332666
2018-06-05 18:02:14,228322625
2018-06-05 18:03:38,456668816
2018-06-05 18:06:26,913362406
2018-06-05 18:10:34,456665162
2018-06-05 18:12:58,274010707
2018-06-05 18:15:00,456670219
2018-06-05 18:18:38,913359906
2018-06-05 18:32:34,913384440
2018-06-05 18:36:30,456666971
2018-06-05 18:56:23,914560186
2018-06-05 19:01:30,914045762
2018-06-05 19:06:53,251305880
2018-06-05 19:08:00,913819471
2018-06-05 19:13:15,913823649
2018-06-05 19:16:51,913690401
2018-06-05 19:20:47,913784541
2018-06-05 19:23:37,913792271
2018-06-05 19:27:16,913803403
2018-06-05 21:15:38,3198833128
2018-06-05 22:22:22,939806935
2018-06-05 22:35:35,942497217
2018-06-06 00:28:25,1028394420
2018-06-06 00:35:51,7015830127
2018-06-06 01:08:25,1028562951
2018-06-06 01:14:07,594462803
2018-06-06 01:17:59,777711737
2018-06-06 01:23:46,777175425
2018-06-06 12:20:53,2651429338
2018-06-11 14:53:22,0
2018-06-11 17:01:47,483082391
2018-06-11 17:04:32,483265926
2018-06-11 17:06:47,479236345
2018-06-11 17:10:46,479393648
2018-06-11 17:14:09,479423011
2018-06-11 17:28:24,479363638
2018-06-11 18:09:15,479107299
2018-06-12 10:04:09,479519866
2018-06-12 12:15:23,965371343
2018-06-12 12:18:38,965332409
2018-06-12 12:22:59,965117764
2018-06-12 12:32:00,478812794
2018-06-12 12:37:59,478919746
2018-06-12 12:41:49,965487975
2018-06-12 12:54:00,478176921
2018-06-12 12:56:13,965716031
2018-06-12 15:58:17,479094402
2018-06-12 16:00:31,965407488
2018-06-12 19:12:46,479200724
2018-06-12 19:14:59,966347412
2018-06-12 22:13:54,478903518
2018-06-12 22:16:07,967525338
2018-06-13 01:18:01,480026161
2018-06-13 01:20:12,967765174
2018-06-13 04:22:17,479972278
2018-06-13 04:24:31,968449397
2018-06-13 07:26:21,480310913
2018-06-13 07:28:33,969433779
2018-06-13 09:35:37,965549841
2018-06-13 09:39:59,480249064
2018-06-13 09:42:53,969248505
2018-06-13 10:20:26,480249800
2018-06-13 10:22:40,969707246
2018-06-13 16:10:39,479390317
2018-06-13 16:12:52,967362950
2018-06-13 19:13:01,479484480
2018-06-13 19:15:16,966420047
2018-06-13 22:15:06,478823888
2018-06-13 22:17:21,965574962
2018-06-14 01:07:37,477919865
2018-06-14 01:09:51,964805490
2018-06-14 04:11:35,477391643
2018-06-14 04:13:49,964026173
2018-06-14 07:36:38,478515650
2018-06-14 07:38:52,963228464
2018-06-14 10:22:26,91371498
2018-06-14 11:40:19,474185694
2018-06-14 11:43:59,965847446
2018-06-14 11:48:55,474013088
2018-06-14 12:38:49,473852863
2018-06-14 12:41:04,965160840
2018-06-14 15:38:59,474354631
2018-06-14 15:41:15,967856692
2018-06-14 15:51:27,474207650
2018-06-14 15:53:43,967505066
2018-06-14 18:59:15,474451945
2018-06-14 19:01:30,967784053
2018-06-14 22:06:32,474650420
2018-06-14 22:08:48,968522368
2018-06-15 01:06:56,474956634
2018-06-15 01:09:11,970100647
2018-06-15 04:31:03,472436219
2018-06-15 04:33:17,947330463
2018-06-15 08:06:54,473656510
2018-06-15 08:09:08,966123813
