timestamp,rel_scan:eiger4m_single_image(fileusage)
2018-01-28 06:54:26,913702597
2018-01-28 06:55:30,913682717
2018-01-28 06:56:26,913766868
2018-01-28 06:57:14,913692569
2018-01-28 06:58:05,913768570
2018-01-30 13:11:30,0
2018-01-30 16:13:19,3654696691
2018-01-30 16:18:03,3654691814
2018-01-30 16:26:01,913667397
2018-01-30 16:28:27,1827346492
2018-01-31 21:12:57,4661015016
2018-01-31 21:43:28,4661027274
2018-02-02 09:21:50,5482088774
2018-02-04 11:39:31,1830004734
2018-02-04 13:08:51,822309520
2018-02-04 13:10:19,913678133
2018-02-04 13:11:25,730942261
2018-02-04 13:15:45,913672329
2018-02-04 13:16:52,913679427
2018-02-04 13:17:50,913673411
2018-02-04 13:18:42,913684010
2018-02-04 13:19:31,913678642
2018-02-04 13:20:20,913697305
2018-02-04 13:27:24,5482067812
2018-02-04 13:37:00,5482005672
2018-02-04 13:45:16,5482036904
2018-02-04 13:59:11,5482036124
2018-02-04 14:10:09,1827349750
2018-02-04 14:12:02,1827354677
2018-02-04 14:51:41,1104121142
2018-02-04 14:55:34,1827346077
2018-02-04 15:05:44,1827385074
2018-02-04 15:08:23,1827373896
2018-02-04 15:10:53,1827377705
2018-02-04 15:15:05,1827384362
2018-02-04 15:18:28,1827368183
2018-02-04 15:21:54,1827367421
2018-02-04 15:25:13,1827362643
2018-02-04 15:28:39,1827358887
2018-02-04 15:31:16,1827359067
2018-02-04 15:33:17,1827378795
2018-02-04 15:36:06,1827371864
2018-02-04 15:39:15,1827342047
2018-02-04 15:41:06,1827343374
2018-02-04 15:49:07,1827360428
2018-02-04 18:08:25,913674032
2018-02-04 18:09:33,913694503
2018-02-04 18:10:34,913675583
2018-02-04 18:11:29,913724573
2018-02-04 18:12:16,913690649
2018-02-04 18:13:04,913757785
2018-02-04 19:52:58,913676505
2018-02-04 19:54:08,913694090
2018-02-04 19:55:08,913676988
2018-02-04 19:55:59,913719586
2018-02-04 19:56:43,913691577
2018-02-04 19:57:30,913739134
2018-02-04 22:07:55,913676157
2018-02-04 22:09:02,913679490
2018-02-04 22:10:00,913677709
2018-02-04 22:10:53,913685348
2018-02-04 22:11:41,913697510
2018-02-04 22:12:32,913715899
2018-02-04 22:14:42,913675427
2018-02-04 22:16:17,822301303
2018-02-04 22:18:20,913673472
2018-02-04 22:19:25,913685914
2018-02-04 22:20:19,913674545
2018-02-04 22:21:11,913685484
2018-02-04 22:21:56,913678287
2018-02-04 22:22:46,913697949
2018-02-04 22:23:48,913682078
2018-02-04 22:24:34,913707508
2018-02-04 22:57:56,913674526
2018-02-04 22:59:05,913670241
2018-02-04 23:00:04,913671989
2018-02-04 23:00:58,913692553
2018-02-04 23:01:45,913681037
2018-02-04 23:02:36,913709600
2018-02-04 23:48:49,913674562
2018-02-04 23:49:53,913681942
2018-02-04 23:50:52,913675998
2018-02-04 23:51:43,913695840
2018-02-04 23:52:27,913680826
2018-02-04 23:53:16,913709186
2018-02-05 00:36:21,913681337
2018-02-05 00:37:28,913677545
2018-02-05 00:38:30,913674768
2018-02-05 00:39:23,913676336
2018-02-05 00:40:12,913675611
2018-02-05 00:41:01,913694886
2018-02-05 02:51:35,913675373
2018-02-05 02:52:41,913692304
2018-02-05 02:53:41,913675078
2018-02-05 02:54:34,913688598
2018-02-05 02:55:22,913689452
2018-02-05 02:56:11,913707679
2018-02-05 02:58:18,1827338169
2018-02-05 03:02:54,913666021
2018-02-05 03:04:57,913681393
2018-02-05 03:13:10,913672942
2018-02-05 03:14:19,913673952
2018-02-05 03:15:21,913677775
2018-02-05 03:16:13,913736731
2018-02-05 03:16:59,913682910
2018-02-05 03:17:46,913722370
2018-02-05 05:37:32,913667382
2018-02-05 05:44:50,913676809
2018-02-05 05:45:57,913696415
2018-02-05 05:46:59,913688889
2018-02-05 05:47:53,913705029
2018-02-05 05:48:42,913700281
2018-02-05 05:49:33,913712430
2018-02-05 05:51:41,913673668
2018-02-05 05:52:49,913675839
2018-02-05 05:53:47,913674942
2018-02-05 05:54:40,913698396
2018-02-05 05:55:27,913683399
2018-02-05 05:56:16,913698430
2018-02-05 06:25:02,913681339
2018-02-05 06:26:09,913694174
2018-02-05 06:27:10,913704414
2018-02-05 06:28:03,913804359
2018-02-05 06:28:52,913759328
2018-02-05 06:29:41,913950298
2018-02-05 06:32:00,913674969
2018-02-05 06:33:07,913673256
2018-02-05 06:34:06,913688420
2018-02-05 06:35:00,913816347
2018-02-05 06:35:48,913754245
2018-02-05 06:36:38,913685207
2018-02-05 06:38:36,913743260
2018-02-05 06:39:26,913938874
2018-02-05 06:48:37,913737228
2018-02-05 06:49:26,913874771
2018-02-05 07:19:31,913674340
2018-02-05 07:20:37,913671235
2018-02-05 07:21:40,913676776
2018-02-05 07:22:32,913713871
2018-02-05 07:23:17,913698992
2018-02-05 07:24:04,913759896
2018-02-05 07:25:37,913674032
2018-02-05 07:26:46,913761917
2018-02-05 07:27:58,913712781
2018-02-05 07:28:49,913826965
2018-02-22 23:56:39,3651573376
2018-02-23 14:34:44,982870729
2018-02-23 20:21:56,411138639
2018-02-23 20:23:26,2791326226
2018-02-23 20:26:39,291789965
2018-02-23 20:27:47,2421134571
2018-02-24 14:54:20,0
2018-02-24 14:57:26,0
2018-02-24 17:40:16,0
2018-02-24 17:59:00,0
2018-02-24 18:11:57,0
2018-02-24 18:13:49,0
2018-02-24 18:14:43,0
2018-02-24 18:19:04,0
2018-02-24 18:21:39,0
2018-02-24 18:25:27,0
2018-02-24 18:59:40,3678796321
2018-02-24 19:04:51,3687246738
2018-02-24 19:10:01,0
2018-02-24 19:11:57,0
2018-02-24 19:15:28,0
2018-02-24 19:18:21,0
2018-02-24 19:20:08,0
2018-02-24 22:17:01,0
2018-02-24 22:19:57,0
2018-02-24 22:21:44,0
2018-02-24 22:26:15,0
2018-02-24 22:29:09,0
2018-02-24 22:30:55,0
2018-02-24 23:39:41,0
2018-02-24 23:42:35,0
2018-02-24 23:44:26,0
2018-02-25 00:52:07,0
2018-02-25 00:55:01,0
2018-02-25 00:56:53,0
2018-02-25 02:04:59,0
2018-02-25 02:07:56,0
2018-02-25 02:09:44,0
2018-02-25 03:43:15,0
2018-02-25 03:46:06,0
2018-02-25 03:47:55,0
2018-02-25 04:55:42,0
2018-02-25 04:58:37,0
2018-02-25 05:00:29,0
2018-02-25 06:45:54,0
2018-02-25 06:48:53,0
2018-02-25 06:50:41,0
2018-02-25 07:58:45,0
2018-02-25 08:01:37,0
2018-02-25 08:03:29,0
2018-02-25 09:11:28,0
2018-02-25 09:16:06,0
2018-02-25 09:21:13,0
2018-02-25 09:25:01,0
2018-02-25 09:36:33,0
2018-02-25 09:41:56,0
2018-02-25 09:54:56,0
2018-02-25 10:08:44,0
2018-02-25 12:27:37,0
2018-02-25 12:30:34,0
2018-02-25 12:32:22,0
2018-02-25 12:37:04,0
2018-02-25 12:40:00,0
2018-02-25 12:41:54,0
2018-02-25 13:01:29,0
2018-02-25 13:04:23,0
2018-02-25 13:06:12,0
2018-02-25 14:39:44,0
2018-02-25 14:42:39,0
2018-02-25 14:44:28,0
2018-02-25 15:56:54,0
2018-02-25 15:59:53,0
2018-02-25 16:01:50,0
2018-02-25 16:05:39,0
2018-02-25 16:08:05,0
2018-02-25 16:11:05,0
2018-02-25 16:13:58,0
2018-02-25 16:18:33,0
2018-02-25 16:20:42,0
2018-02-25 16:23:11,0
2018-02-25 16:26:01,0
2018-02-25 18:23:54,0
2018-02-25 18:27:24,0
2018-02-25 18:30:34,0
2018-02-25 18:34:22,0
2018-02-25 21:58:12,0
2018-02-25 22:03:51,0
2018-02-25 22:05:58,0
2018-02-25 22:08:35,0
2018-02-25 23:20:55,0
2018-02-25 23:25:33,0
2018-02-25 23:28:16,0
2018-02-25 23:29:53,0
2018-02-25 23:31:46,0
2018-02-26 01:21:36,0
2018-02-26 01:24:14,0
2018-02-26 01:25:51,0
2018-02-26 01:27:41,0
2018-03-07 21:54:41,5477528169
2018-03-13 19:56:30,3652959996
2018-03-13 19:59:34,4565526726
2018-03-22 18:29:07,2830014493
2018-03-26 17:07:08,5477342071
2018-03-29 12:01:33,4564813435
2018-03-29 12:14:17,4564697130
2018-03-29 12:18:46,4564711173
2018-03-29 12:23:49,4564694325
2018-04-11 15:13:23,916186033
2018-04-12 16:23:27,2283543799
2018-04-12 16:25:33,2284033988
2018-04-12 16:28:58,2284934823
2018-04-12 16:34:28,2285039994
2018-04-12 16:39:00,2283661975
2018-04-12 16:41:53,2284080779
2018-04-12 16:46:00,2283810600
2018-04-12 16:48:11,2284042410
2018-04-12 16:50:35,1736053648
2018-04-12 16:52:49,2285673424
2018-04-12 17:14:05,1825833873
2018-04-12 17:21:20,182571488
2018-04-12 17:23:02,1825761352
2018-04-12 17:40:49,2282278306
2018-04-12 17:44:07,2282295145
2018-04-12 17:46:34,2282245893
2018-04-12 17:49:17,2282494430
2018-04-12 17:52:13,2282252998
2018-04-12 22:01:29,912971064
2018-04-12 22:04:58,913121944
2018-04-12 22:07:29,1826135493
2018-04-12 22:10:06,1825997060
2018-04-12 22:12:32,913298040
2018-04-12 23:18:18,1825937934
2018-04-12 23:20:11,1826059025
2018-04-12 23:22:53,1826155032
2018-04-12 23:25:04,1825939317
2018-04-12 23:27:03,1826256200
2018-04-13 00:18:23,1825965047
2018-04-13 00:21:12,1826263836
2018-04-13 00:22:51,1826234722
2018-04-13 00:25:17,1825919654
2018-04-13 00:27:26,1826242974
2018-04-13 00:33:39,1825951397
2018-04-13 00:36:06,1826063591
2018-04-13 00:57:14,1825830345
2018-04-13 00:59:24,1826028236
2018-04-13 01:01:40,1825950920
2018-04-13 01:03:45,1826045228
2018-04-13 01:06:04,2282576215
2018-04-13 01:09:07,456495511
2018-04-13 01:10:26,2738933713
2018-04-13 01:13:37,1825947268
2018-04-13 01:22:35,547716668
2018-04-13 01:23:49,365145435
2018-04-13 01:24:49,456431395
2018-04-13 01:26:54,456431207
2018-04-13 01:28:29,1369379404
2018-04-13 01:31:38,1825722527
2018-04-13 01:33:45,1825798421
2018-04-13 09:05:09,912861814
2018-04-13 09:10:18,912934910
2018-04-13 09:13:17,912990929
2018-04-13 09:15:17,1825970530
2018-04-13 09:17:33,913032405
2018-04-13 09:21:23,730439788
2018-04-13 09:22:42,1826041157
2018-04-13 09:25:15,1826618504
2018-04-13 09:28:48,1825991263
2018-04-13 11:14:42,1826932246
2018-04-13 11:21:06,1826572003
2018-04-13 11:25:38,1825978586
2018-04-13 11:31:40,1826091955
2018-04-13 11:36:20,1826077800
2018-04-13 11:39:02,1825988607
2018-04-13 11:42:30,1826004448
2018-04-13 11:45:35,1826050065
2018-04-13 11:54:31,1826534192
2018-04-13 11:59:07,1936033243
2018-04-13 12:49:11,1825942862
2018-04-13 12:51:45,1825865220
2018-04-13 12:59:41,1826071197
2018-04-13 13:03:15,1825718488
2018-04-13 13:05:31,1825821268
2018-04-13 13:08:57,1826059844
2018-04-13 13:11:47,1825807558
2018-04-13 13:17:31,1826109006
2018-04-13 13:20:09,1826134365
2018-04-13 14:00:43,1825808892
2018-04-13 14:02:28,1825923094
2018-04-13 14:06:27,1825810583
2018-04-13 14:08:09,1825915998
2018-04-13 14:13:02,1825809495
2018-04-13 14:14:46,1825903325
2018-04-13 14:17:31,1825797349
2018-04-13 14:19:14,1825886995
2018-04-13 14:21:59,1825801435
2018-04-13 14:23:43,1825865068
2018-04-13 14:27:38,1825804575
2018-04-13 14:29:22,1825844814
2018-04-13 14:32:04,1825797235
2018-04-13 14:33:51,1825827847
2018-04-13 14:39:08,1825852598
2018-04-13 14:42:22,1825782853
2018-04-13 14:44:05,1825840923
2018-04-13 14:49:51,1825785804
2018-04-13 14:51:34,1825831165
2018-04-13 14:54:37,1825778247
2018-04-13 14:56:21,1825824095
2018-04-13 14:58:14,1825791408
2018-04-13 15:00:00,1825823387
2018-04-13 15:38:06,1278058394
2018-04-13 15:41:57,1825799179
2018-04-13 15:44:15,1825778486
2018-04-13 15:47:03,1825889480
2018-04-13 15:49:09,1825770900
2018-04-13 17:47:48,1825718781
2018-04-13 17:51:45,547718304
2018-04-13 17:57:41,1825759224
2018-04-13 18:00:49,1825754990
2018-04-13 18:03:41,1825761693
2018-04-13 18:06:23,1825818591
2018-04-13 18:09:06,1825762823
2018-04-13 23:17:41,1825721181
2018-04-13 23:19:46,1825992714
2018-04-13 23:22:28,1826128394
2018-04-13 23:25:04,1826049861
2018-04-13 23:27:36,1826325279
2018-04-13 23:30:01,1826059949
2018-04-13 23:33:32,1826577880
2018-04-13 23:35:37,1826045989
2018-04-14 01:40:48,1826093102
2018-04-14 01:43:19,2100164378
2018-04-14 01:45:21,1826086924
2018-04-14 01:47:36,1826006086
2018-04-14 01:50:00,2739414672
2018-04-14 01:52:55,1826180645
2018-04-14 01:55:13,2739813274
2018-04-14 03:43:22,456432019
2018-04-14 03:44:24,2099579398
2018-04-14 03:47:37,1826032534
2018-04-14 03:50:58,1825889893
2018-04-14 03:53:00,1826175062
2018-04-14 03:55:17,1186954448
2018-04-14 03:56:45,1826009150
2018-04-14 03:58:47,730541943
2018-04-14 03:59:59,1825963809
2018-04-14 04:02:05,730480335
2018-04-14 04:05:34,912935207
2018-04-14 04:06:51,1552156720
2018-04-14 08:37:00,1826090133
2018-04-14 08:39:06,1825982449
2018-04-14 08:43:08,1278279520
2018-04-14 08:45:23,1826553485
2018-04-14 08:49:37,1369535916
2018-04-14 09:59:22,2355201487
2018-04-14 10:02:38,2355657258
2018-04-14 10:06:40,2489415307
2018-04-14 10:12:10,493185001
2018-04-14 10:44:04,273856231
2018-04-14 10:47:51,1004344241
2018-04-14 11:02:29,1369561253
2018-04-14 11:59:30,1856235335
2018-04-14 12:03:53,1826150145
2018-04-14 12:08:13,1826202790
2018-04-14 12:10:29,1826036778
2018-04-14 12:13:22,730430812
2018-04-14 12:15:41,821734379
2018-04-14 12:16:39,1826035950
2018-04-14 12:19:43,1826170730
2018-04-14 12:25:13,1825891276
2018-04-14 12:30:01,1826174258
2018-04-14 12:32:51,1825935006
2018-04-14 12:35:15,1826150352
2018-04-14 12:38:01,1826169864
2018-04-14 12:42:00,1825928009
2018-04-14 12:44:33,1826038724
2018-04-14 12:51:37,1826080793
2018-04-14 12:55:27,912955451
2018-04-14 12:57:14,912994928
2018-04-14 12:59:13,912988885
2018-04-14 13:00:44,1826176647
2018-04-14 15:10:09,821673391
2018-04-14 15:11:05,365237551
2018-04-14 15:12:25,1734855544
2018-04-14 15:44:19,1826052356
2018-04-14 15:47:23,2739088915
2018-04-14 15:51:01,1825993541
2018-04-14 16:16:21,1879726628
2018-04-14 16:19:19,1825842499
2018-04-14 17:51:32,1278006382
2018-04-14 17:53:34,1825937277
2018-04-14 17:57:20,1826512019
2018-04-14 18:01:17,1826022754
2018-04-14 18:03:05,1826917482
2018-04-14 21:42:12,1825822673
2018-04-14 21:44:12,1826408138
2018-04-14 21:45:46,1826157531
2018-04-14 21:47:34,1827539561
2018-04-15 00:02:12,1825902483
2018-04-15 00:04:05,1826115031
2018-04-15 00:05:39,1826023432
2018-04-15 00:07:24,1827046566
2018-04-15 01:27:10,1826094263
2018-04-15 01:29:07,1826198657
2018-04-15 01:30:42,1826023328
2018-04-15 01:32:27,1826195570
2018-04-15 01:34:46,397720455
2018-04-15 01:35:26,913160357
2018-04-15 01:37:05,2738953827
2018-04-15 01:40:34,1826010466
2018-04-15 01:42:21,1826226517
2018-04-15 03:34:27,1826288355
2018-04-15 03:36:15,1827010699
2018-04-15 06:29:15,1825940154
2018-04-15 06:31:09,1826260154
2018-04-15 06:32:40,1826123031
2018-04-15 06:34:30,1826245102
2018-04-15 06:38:50,1825990398
2018-04-15 06:40:48,2739039294
2018-04-15 06:43:06,1826033037
2018-04-15 06:44:53,1826293295
2018-04-15 06:50:09,955880392
2018-04-15 07:00:11,1825977393
2018-04-15 07:02:03,2739121632
2018-04-15 07:04:20,182612776
2018-04-15 07:04:54,1826022579
2018-04-15 07:06:40,1826320657
2018-04-15 07:10:28,913055830
2018-04-15 08:08:49,1826260812
2018-04-15 08:10:36,1826677345
2018-04-15 08:12:09,913125819
2018-04-15 10:56:58,1825815554
2018-04-15 12:03:22,1825793772
2018-04-15 12:05:20,1825846018
2018-04-15 12:07:03,1825846938
2018-04-15 12:08:53,1825814634
2018-04-15 12:13:04,1825809641
2018-04-15 12:14:49,1825817298
2018-04-15 12:23:39,91303207
2018-04-15 12:25:11,1825926706
2018-04-15 12:27:04,1826175518
2018-04-15 12:30:05,1826001707
2018-04-15 12:32:02,1826243194
2018-04-15 12:33:43,1825979063
2018-04-15 12:35:30,1826606504
2018-04-15 12:36:59,913018076
2018-04-15 12:42:56,1825958932
2018-04-15 12:46:21,1826463134
2018-04-15 12:49:28,730620626
2018-04-15 12:50:47,1825979514
2018-04-15 12:53:14,1826433106
2018-04-15 12:55:51,913020604
2018-04-15 14:26:22,1826050730
2018-04-15 14:28:18,1826188464
2018-04-15 14:29:57,1826125344
2018-04-15 14:31:45,1826435307
2018-04-15 14:33:19,913056096
2018-04-15 16:10:28,1825994495
2018-04-15 16:12:22,1826003709
2018-04-15 16:14:00,1826051365
2018-04-15 16:15:47,1826236422
2018-04-15 16:17:18,913028871
2018-04-15 18:35:40,1826035832
2018-04-15 18:37:35,1826052545
2018-04-15 18:39:14,1826090637
2018-04-15 18:41:02,1826352703
2018-04-15 18:42:36,913052261
2018-04-15 18:54:08,1826042720
2018-04-15 18:57:05,1826024546
2018-04-15 19:04:04,1826059363
2018-04-15 19:22:34,1825976486
2018-04-15 19:24:31,1825976952
2018-04-15 19:26:12,1826020429
2018-04-15 19:27:59,1826330965
2018-04-15 19:29:34,913072475
2018-04-15 20:34:21,1825778874
2018-04-15 20:37:37,1825933692
2018-04-15 20:39:30,1826022941
2018-04-15 20:41:11,1825963488
2018-04-15 20:42:57,1826221134
2018-04-15 20:44:31,912990561
2018-04-16 02:12:21,1825985478
2018-04-16 02:14:13,1826014628
2018-04-16 02:15:58,1826027540
2018-04-16 02:17:47,1826197925
2018-04-16 02:19:20,913017557
2018-04-16 04:14:59,1825812168
2018-04-16 04:17:00,1826148100
2018-04-16 04:18:40,1826591150
2018-04-16 04:20:27,1827866541
2018-04-16 04:21:57,913130169
2018-04-16 06:01:46,1825951943
2018-04-16 06:03:41,1826414962
2018-04-16 06:05:21,1826449316
2018-04-16 06:07:06,1826691919
2018-04-16 06:08:38,913443212
2018-04-16 06:10:18,183645715
2018-04-16 06:11:07,2739619243
2018-04-16 06:14:19,1826060118
2018-04-16 06:16:40,2740096215
2018-04-16 14:23:40,5477502359
2018-04-16 14:28:17,1825853574
2018-05-31 10:28:25,182567609
2018-05-31 11:09:15,182734706
2018-05-31 11:12:54,0
2018-06-07 11:12:21,1827572984
2018-06-07 11:20:43,1943502596
2018-06-07 11:24:12,1997938776
2018-06-07 11:35:39,1953746761
2018-06-07 11:57:57,7303617569
2018-06-07 15:39:03,482127185
2018-06-07 15:45:59,1882441359
2018-06-07 15:46:56,1880832773
2018-06-07 15:52:37,1844365601
2018-06-07 15:53:54,9301583510
2018-06-07 17:48:55,2191030185
2018-06-07 17:52:21,5477439547
2018-06-07 18:03:13,456437121
2018-06-07 18:04:02,456437413
2018-06-07 18:06:13,5477432598
2018-06-07 18:14:04,273866477
2018-06-07 18:14:50,5477732603
2018-06-07 18:22:11,5477628359
2018-06-07 18:39:42,6207559609
2018-06-07 18:50:08,7303089582
2018-06-07 18:55:52,7303064962
2018-06-07 19:01:44,7303068254
2018-06-07 19:07:32,7303059850
2018-06-07 19:13:26,7303053004
2018-06-07 19:19:19,7303077873
2018-06-07 19:25:02,7303053440
2018-06-07 19:30:55,7303102453
2018-06-07 19:36:44,7303083450
2018-06-07 19:42:44,7303113202
2018-06-07 19:48:33,7303105961
2018-06-07 19:54:40,7303075067
2018-06-07 20:00:35,7303061452
2018-06-11 14:14:08,1825751653
2018-06-11 14:17:31,1825769144
2018-06-11 14:20:18,1825763206
2018-06-11 14:22:28,1825777118
2018-06-11 14:24:38,1825770471
2018-06-11 14:27:19,1825781943
2018-06-11 14:35:42,1825735285
2018-06-11 14:38:09,912881312
2018-06-14 10:23:14,1825809076
2018-06-14 10:35:36,1825828420
2018-06-14 10:48:49,1825920539
2018-06-14 11:07:57,1825873554
2018-06-14 11:10:28,1825829581
2018-06-14 11:13:24,1825853213
2018-06-14 11:15:33,1825923376
2018-06-14 11:18:50,1825815415
2018-06-14 11:22:20,1825906537
2018-06-14 11:37:11,1848341427
2018-06-15 18:39:24,2829968052
2018-06-15 18:42:02,3651589506
2018-06-15 18:47:44,3651561706
2018-06-21 15:46:06,1825919928
2018-06-21 18:53:31,1826066540
2018-06-21 18:56:09,1825674625
2018-06-29 17:53:27,365156708
2018-06-29 17:55:27,1825803306
2018-06-29 18:03:00,0
2018-06-29 18:05:38,0
2018-06-29 18:07:10,0
2018-06-29 18:08:50,0
2018-06-29 18:11:05,0
2018-06-29 18:12:49,0
2018-06-29 18:20:08,0
2018-06-29 18:28:59,0
2018-06-29 18:30:59,0
2018-06-29 18:38:56,0
2018-06-29 18:41:44,0
2018-06-29 18:43:23,0
2018-06-29 18:44:44,0
2018-06-29 18:46:14,0
2018-06-29 18:55:01,0
2018-06-29 18:57:29,0
2018-06-29 19:00:37,0
2018-06-29 19:02:35,0
2018-06-29 19:05:08,0
2018-06-29 21:15:55,0
2018-06-29 21:18:35,0
2018-06-29 21:22:41,0
2018-06-29 21:25:23,0
2018-06-29 21:35:55,0
2018-06-29 21:38:37,0
2018-06-29 22:41:06,0
2018-06-29 22:43:48,0
2018-06-30 01:11:07,0
2018-06-30 01:13:49,0
2018-06-30 02:56:13,0
2018-06-30 02:58:53,0
2018-06-30 03:03:00,0
2018-06-30 03:10:37,0
2018-06-30 03:14:22,0
2018-06-30 03:16:44,0
2018-06-30 03:21:12,0
2018-06-30 03:24:26,0
2018-06-30 03:26:31,0
2018-06-30 03:28:37,0
2018-06-30 03:55:05,0
2018-06-30 03:58:40,0
2018-06-30 04:03:46,0
2018-06-30 04:05:36,0
2018-06-30 04:08:21,0
2018-06-30 04:11:51,0
2018-06-30 04:14:16,0
2018-06-30 04:15:27,0
2018-06-30 04:16:36,0
2018-06-30 04:17:50,0
2018-06-30 04:19:21,0
2018-07-03 17:44:57,4564666325
2018-07-03 17:46:48,912922738
2018-07-05 10:24:34,3651494221
2018-07-05 17:36:27,1825822701
2018-07-06 15:55:14,3653601662
2018-07-06 15:59:30,3653242256
2018-07-06 16:11:54,2099578718
2018-07-06 16:14:42,2738761056
2018-07-06 16:19:27,2738737278
2018-07-07 16:05:38,18258208729
2018-07-07 22:57:23,2738628005
