timestamp,count:xray_eye2_image(fileusage)
2017-10-02 10:08:15,11275676
2017-10-02 10:11:30,5637838
2017-10-02 10:18:18,1127567600
2017-10-02 10:21:40,5637838
2017-10-02 10:22:28,5637838
2017-10-02 10:26:04,1127567600
2017-10-02 10:30:09,1127567600
2017-10-02 10:34:15,1127567600
2017-10-02 10:38:45,1127567600
2017-10-02 10:42:32,1127567600
